Cell ID,Afterhyperpolarization (mV),Age (postnatal days),CTKE T type,CTKE T type confidence,CTKE T type top-3 (Top three mapping M1 cell types from CTKE with bootstrap-based confidence of mapping to each type),Cre (+ or -),ISI adaptation index,Inferred layer,Max number of APs,Membrane time constant (ms),Mouse genotype,RNA family (subclass),Sex,Spike frequency adaptation,Targeted layer,Upstroke-to-downstroke ratio,VISp Viewer T type,VISp Viewer T type top-3 (Top three mapping VISp/ALM cell types from Tasic et al 2018 and used in the VISp Viewer with bootstrap-based confidence of mapping to each type),VISp_T_1,VISp_T_2,VISp_T_3,CTKE_T_1,CTKE_T_2,CTKE_T_3,VISp_MET_1,VISp_MET_2,VISp_MET_3
20190628_sample_2,17.2113366425037,79,Pvalb Calb1_2,0.84,"Pvalb Calb1_2 (84.4%), Pvalb Gpr149 (13.9%)",SST+,1.50914634146341,L5,58,9.03613729633491,Sst-IRES-Cre/wt; Ai9/wt,Pvalb,F,0.9,L5,1.2257738088204,Pvalb Sema3e Kank4,"Pvalb Sema3e Kank4 (76.0%), Pvalb Gpr149 Islr (24.0%)",Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,Pvalb,Pvalb_Calb1_2,Pvalb_Calb1_2,unk,unk,unk
20190628_sample_3,13.3351758122444,79,Sst Penk,0.57,"Sst Penk (56.7%), Sst Myh8_1 (28.4%), Sst Crhr2_2 (7.4%)",SST+,1.20089285714285,L5,27,23.678193088087,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.733333333333333,L5,1.9699407758739,Sst Myh8 Etv1 ,"Sst Myh8 Etv1  (74.0%), Sst Myh8 Fibin (20.0%), Sst Chrna2 Glra3 (6.0%)",Sst,Sst_Myh8,Sst_Myh8_Etv1,Sst,Sst_Penk,Sst_Penk,unk,unk,unk
20190628_sample_4,16.8237276375293,79,Sst Th_3,0.82,"Sst Th_3 (82.3%), Sst Penk (16.1%)",SST+,1.3115107913669,L6,19,11.3203405171959,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.727272727272727,L6,2.3246524633369,Sst Nts,Sst Nts (99.0%),Sst,Sst_Nts,Sst_Nts,Sst,Sst_Th_3,Sst_Th_3,unk,unk,unk
20190628_sample_5,2.66497954726219,79,Sst Hpse,0.99,Sst Hpse (99.0%),SST+,1.25448028673835,L5,26,21.912717813606,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.785714285714285,L5,2.50579223633755,Sst Hpse Cbln4,Sst Hpse Cbln4 (100.0%),Sst,Sst_Hpse,Sst_Hpse_Cbln4,Sst,Sst_Hpse,Sst_Hpse,unk,unk,unk
20190628_sample_6,15.0845497846603,79,Pvalb Calb1_1,0.37,"Pvalb Calb1_1 (36.7%), Pvalb Gabrg1 (22.3%), Pvalb Egfem1 (20.4%)",SST+,1.20183486238532,L6,89,10.2795376938879,Sst-IRES-Cre/wt; Ai9/wt,Pvalb,F,0.872340425531914,L6,1.21221290505384,Pvalb Th Sst,"Pvalb Th Sst (42.0%), Pvalb Akr1c18 Ntf3 (23.0%), Pvalb Gpr149 Islr (22.0%)",Pvalb,Pvalb_Th,Pvalb_Th_Sst,Pvalb,Pvalb_Calb1_1,Pvalb_Calb1_1,unk,unk,unk
20190628_sample_7,12.0477192103862,79,Sst Calb2,0.95,Sst Calb2 (95.3%),SST+,1.44237175216522,L5,33,17.0002865994226,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.736842105263157,L5,1.70827153992384,Sst Calb2 Pdlim5,Sst Calb2 Pdlim5 (95.0%),Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Calb2,Sst_Calb2,unk,unk,unk
20190703_sample_1,20.0675502419471,64,Pvalb Kank4,0.76,"Pvalb Kank4 (76.3%), Pvalb Gpr149 (11.4%), Pvalb Calb1_2 (8.6%)",PV+,1.12413793103448,L6,89,9.36683937486537,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.913043478260869,L5,1.12274766201234,Pvalb Sema3e Kank4,"Pvalb Sema3e Kank4 (59.0%), Pvalb Akr1c18 Ntf3 (41.0%)",Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,Pvalb,Pvalb_Kank4,Pvalb_Kank4,unk,unk,unk
20190703_sample_10,18.4896700084209,64,Pvalb Egfem1,0.54,"Pvalb Egfem1 (54.0%), Pvalb Gabrg1 (30.3%), Pvalb Gpr149 (12.7%)",PV+,1.07916666666666,L5,90,7.62152019799247,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.977777777777777,L5,1.17879326968026,Pvalb Akr1c18 Ntf3,Pvalb Akr1c18 Ntf3 (99.0%),Pvalb,Pvalb_Akr1c18,Pvalb_Akr1c18_Ntf3,Pvalb,Pvalb_Egfem1,Pvalb_Egfem1,unk,unk,unk
20190703_sample_12,18.5846909880638,60,Pvalb Egfem1,0.9,"Pvalb Egfem1 (89.9%), Pvalb Gabrg1 (10.1%)",SST+,1.03023758099352,L6,63,8.08504684537545,Sst-IRES-Cre/wt; Ai9/wt,Pvalb,F,0.96875,L6,1.37453217650531,Pvalb Th Sst,"Pvalb Th Sst (77.0%), Pvalb Akr1c18 Ntf3 (16.0%), Pvalb Gabrg1 (7.0%)",Pvalb,Pvalb_Th,Pvalb_Th_Sst,Pvalb,Pvalb_Egfem1,Pvalb_Egfem1,unk,unk,unk
20190703_sample_13,15.0387827306985,60,Sst Chodl,1.0,Sst Chodl (100.0%),SST+,0.624806201550387,L6,7,9.07344540041195,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.0,L6,2.11393808437442,Sst Chodl,Sst Chodl (100.0%),Sst,Sst_Chodl,Sst_Chodl,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk
20190703_sample_15,15.0105319917202,60,Sst Penk,0.38,"Sst Penk (37.7%), Sst Th_3 (32.7%), Sst Crhr2_2 (21.6%)",SST+,1.59215686274509,L6,27,5.45469661107503,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.588235294117647,L6,1.74832328879466,Sst Nts,"Sst Nts (53.0%), Sst Myh8 Fibin (37.0%), Sst Esm1 (8.0%)",Sst,Sst_Nts,Sst_Nts,Sst,Sst_Penk,Sst_Penk,unk,unk,unk
20190703_sample_2,22.0882408320903,64,Pvalb Calb1_1,0.53,"Pvalb Calb1_1 (52.6%), Pvalb Kank4 (42.6%)",PV+,1.19647355163727,L6,75,9.06566164294189,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.947368421052631,L6,1.1257816014929,Pvalb Sema3e Kank4,Pvalb Sema3e Kank4 (98.0%),Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,Pvalb,Pvalb_Calb1_1,Pvalb_Calb1_1,unk,unk,unk
20190703_sample_3,21.7589773237705,64,Pvalb Il1rapl2,0.73,"Pvalb Il1rapl2 (73.4%), Pvalb Reln (23.7%)",PV+,1.0416253716551,L6,80,6.57796186404407,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.926829268292683,L6,1.09333795027149,Pvalb Tpbg,"Pvalb Tpbg (59.0%), Pvalb Reln Itm2a (30.0%), Pvalb Reln Tac1 (11.0%)",Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20190703_sample_5,23.4897583723068,64,Pvalb Il1rapl2,0.46,"Pvalb Il1rapl2 (45.7%), Pvalb Reln (29.6%), Pvalb Calb1_2 (21.1%)",PV+,1.12921348314606,L5,86,7.38494353256691,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.847826086956521,L5,1.10059173693205,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (42.0%), Pvalb Tpbg (31.0%), Pvalb Reln Tac1 (27.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20190703_sample_6,20.920667797327,64,Pvalb Calb1_1,0.34,"Pvalb Calb1_1 (34.1%), Pvalb Gabrg1 (27.6%), Pvalb Gpr149 (17.7%)",PV+,1.31858407079646,L6,84,7.68920506068703,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.886363636363636,L6,1.17046035944252,Pvalb Th Sst,"Pvalb Th Sst (84.0%), Pvalb Gabrg1 (14.0%)",Pvalb,Pvalb_Th,Pvalb_Th_Sst,Pvalb,Pvalb_Calb1_1,Pvalb_Calb1_1,unk,unk,unk
20190703_sample_8,16.1594375967979,64,Pvalb Kank4,0.83,"Pvalb Kank4 (83.1%), Pvalb Egfem1 (15.3%)",PV+,1.09068010075566,L6,68,7.36226076426167,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.885714285714285,L6,1.25601324556113,Pvalb Akr1c18 Ntf3,"Pvalb Akr1c18 Ntf3 (83.0%), Pvalb Sema3e Kank4 (17.0%)",Pvalb,Pvalb_Akr1c18,Pvalb_Akr1c18_Ntf3,Pvalb,Pvalb_Kank4,Pvalb_Kank4,unk,unk,unk
20190704_sample_12,5.61869516968727,56,Vip Chat_1,0.5,"Vip Chat_1 (50.3%), Vip Mybpc1_1 (20.4%), Vip Htr1f (12.1%)",VIP+,1.81901279707495,L5,21,3.46613225313796,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.909090909090909,L5,2.47214725347011,Vip Ptprt Pkp2,"Vip Ptprt Pkp2 (42.0%), Vip Lmo1 Fam159b (27.0%), Vip Lmo1 Myl1 (18.0%)",Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,Vip,Vip_Chat_1,Vip_Chat_1,unk,unk,unk
20190704_sample_14,8.84972512722015,56,Vip C1ql1,0.88,"Vip C1ql1 (88.1%), Vip Gpc3 (10.3%)",VIP+,1.08587257617728,L5,21,3.75404832871298,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.615384615384615,L5,2.35616475468445,Vip Pygm C1ql1,"Vip Pygm C1ql1 (73.0%), Vip Arhgap36 Hmcn1 (23.0%)",Vip,Vip_Pygm,Vip_Pygm_C1ql1,Vip,Vip_C1ql1,Vip_C1ql1,unk,unk,unk
20190704_sample_2,13.0131281912326,61,Sst Hpse,0.73,"Sst Hpse (72.7%), Sst Pvalb Calb2 (23.3%)",SST+,1.22792937399679,L5,41,20.7272433506841,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.818181818181818,L5,1.47155797290424,Sst Hpse Cbln4,"Sst Hpse Cbln4 (71.0%), Sst Mme Fam114a1 (29.0%)",Sst,Sst_Hpse,Sst_Hpse_Cbln4,Sst,Sst_Hpse,Sst_Hpse,unk,unk,unk
20190705_sample_1,7.39039480686187,57,Vip Sncg,0.31,"Vip Sncg (31.4%), Vip Htr1f (25.7%), Vip C1ql1 (20.1%)",VIP+,1.35341365461847,L5,23,6.51749460071696,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.769230769230769,L2/3,2.38291739143616,Vip Pygm C1ql1,"Vip Pygm C1ql1 (88.0%), Vip Igfbp6 Car10 (5.0%), Vip Chat Htr1f (3.0%)",Vip,Vip_Pygm,Vip_Pygm_C1ql1,Vip,Vip_Sncg,Vip_Sncg,unk,unk,unk
20190705_sample_3,5.73838129639625,57,Vip Gpc3,0.78,"Vip Gpc3 (78.0%), Vip C1ql1 (18.7%)",VIP+,1.48813559322033,L6,20,3.43706496143834,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.666666666666666,L5,2.61323256618705,Vip Arhgap36 Hmcn1,"Vip Arhgap36 Hmcn1 (91.0%), Vip Pygm C1ql1 (8.0%)",Vip,Vip_Arhgap36,Vip_Arhgap36_Hmcn1,Vip,Vip_Gpc3,Vip_Gpc3,unk,unk,unk
20190705_sample_4,4.44239377975463,57,Vip Mybpc1_2,0.48,"Vip Mybpc1_2 (47.9%), Vip Igfbp6_2 (24.1%), Vip Sncg (17.4%)",VIP+,1.53571428571428,L1,25,5.34366589737134,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.666666666666666,L1,2.19652766976483,Vip Igfbp6 Car10,"Vip Igfbp6 Car10 (86.0%), Vip Crispld2 Htr2c (7.0%), Vip Igfbp4 Mab21l1 (6.0%)",Vip,Vip_Igfbp6,Vip_Igfbp6_Car10,Vip,Vip_Mybpc1_2,Vip_Mybpc1_2,unk,unk,unk
20190705_sample_5,1.44505500793457,57,Vip Serpinf1_1,0.67,"Vip Serpinf1_1 (66.6%), Vip Serpinf1_2 (32.1%)",VIP+,3.17105263157895,L6,14,6.89241115315631,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.75,L6,2.37420882234425,Vip Lmo1 Fam159b,Vip Lmo1 Fam159b (100.0%),Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,Vip,Vip_Serpinf1_1,Vip_Serpinf1_1,unk,unk,unk
20190705_sample_9,9.30412486195564,57,Vip Mybpc1_1,0.6,"Vip Mybpc1_1 (59.7%), Vip Chat_2 (12.6%), Vip Mybpc1_3 (10.6%)",VIP+,1.57585644371941,L5,30,11.7838712012841,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.764705882352941,L5,2.04090283533775,Vip Lmo1 Myl1,"Vip Lmo1 Myl1 (47.0%), Vip Lect1 Oxtr (35.0%), Vip Ptprt Pkp2 (11.0%)",Vip,Vip_Lmo1,Vip_Lmo1_Myl1,Vip,Vip_Mybpc1_1,Vip_Mybpc1_1,unk,unk,unk
20190708_sample_12,7.21152126789093,60,Vip Chat_1,0.94,"Vip Chat_1 (94.0%), Vip Mybpc1_3 (2.0%)",VIP+,1.37373737373737,L5,33,4.75314175251345,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.777777777777777,L5,2.26379718872731,Vip Ptprt Pkp2,Vip Ptprt Pkp2 (100.0%),Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,Vip,Vip_Chat_1,Vip_Chat_1,unk,unk,unk
20190708_sample_4,15.6334228813648,69,Pvalb Egfem1,0.67,"Pvalb Egfem1 (67.3%), Pvalb Kank4 (16.3%), Pvalb Calb1_1 (12.7%)",PV+,1.11782477341389,L6,71,6.84294319628017,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.842105263157894,L6,1.31862078225603,Pvalb Akr1c18 Ntf3,"Pvalb Akr1c18 Ntf3 (52.0%), Pvalb Th Sst (26.0%), Pvalb Sema3e Kank4 (22.0%)",Pvalb,Pvalb_Akr1c18,Pvalb_Akr1c18_Ntf3,Pvalb,Pvalb_Egfem1,Pvalb_Egfem1,unk,unk,unk
20190708_sample_6,3.45253944396972,60,Vip Serpinf1_1,0.73,"Vip Serpinf1_1 (73.0%), Vip Serpinf1_2 (22.4%)",VIP+,1.77401129943503,L6,29,18.4999026615763,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.705882352941176,L6,2.76337411295228,Vip Lmo1 Fam159b,"Vip Lmo1 Fam159b (93.0%), Serpinf1 Clrn1 (7.0%)",Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,Vip,Vip_Serpinf1_1,Vip_Serpinf1_1,unk,unk,unk
20190708_sample_7,11.8498615920543,60,Vip C1ql1,0.76,"Vip C1ql1 (76.0%), Vip Sncg (12.0%), Vip Mybpc1_2 (9.0%)",VIP+,1.09183673469387,L2/3,19,15.5466127380621,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.583333333333333,L2/3,2.76905643618592,Vip Pygm C1ql1,Vip Pygm C1ql1 (99.0%),Vip,Vip_Pygm,Vip_Pygm_C1ql1,Vip,Vip_C1ql1,Vip_C1ql1,unk,unk,unk
20190708_sample_8,3.55786085128784,60,L4/5 IT_2,0.43,"L4/5 IT_2 (42.7%), L5 IT_3 (30.3%), L6 IT_1 (11.9%)",VIP-,1.7723292469352,L6,21,15.7871817664755,Vip-IRES-Cre/wt; Ai9/wt,IT,F,0.75,L5,4.30219476046887,L5 IT ALM Lypd1 Gpr88,"L5 IT ALM Lypd1 Gpr88 (74.0%), L4 IT VISp Rspo1 (11.0%), L5 IT ALM Pld5 (7.0%)",L5IT,L5IT_IT,L5IT_IT_ALM,L4/5,L4/5_IT_2,L4/5_IT_2,unk,unk,unk
20190709_sample_1,10.2135799825191,61,Vip Gpc3,0.92,"Vip Gpc3 (92.1%), Vip Chat_1 (7.3%)",VIP+,1.55409219190968,L5,8,11.7149895055303,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.6,L5,2.33158910619713,Vip Gpc3 Slc18a3,"Vip Gpc3 Slc18a3 (94.0%), Vip Arhgap36 Hmcn1 (6.0%)",Vip,Vip_Gpc3,Vip_Gpc3_Slc18a3,Vip,Vip_Gpc3,Vip_Gpc3,unk,unk,unk
20190709_sample_10,8.31009447574615,61,Vip Serpinf1_1,0.44,"Vip Serpinf1_1 (44.1%), Vip Htr1f (11.4%), Vip Sncg (8.1%)",VIP+,1.68571428571428,L5,23,6.75145748408534,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.769230769230769,L5,2.7592819203245,Vip Lmo1 Fam159b,"Vip Lmo1 Fam159b (86.0%), Vip Igfbp4 Mab21l1 (8.0%), Vip Igfbp6 Car10 (3.0%)",Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,Vip,Vip_Serpinf1_1,Vip_Serpinf1_1,unk,unk,unk
20190709_sample_11,3.37021425366401,61,Vip Gpc3,0.74,"Vip Gpc3 (73.6%), Vip Chat_1 (22.9%)",VIP+,1.06619385342789,L6,20,6.9891076697276,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.818181818181818,L6,3.72556859530488,Vip Gpc3 Slc18a3,Vip Gpc3 Slc18a3 (99.0%),Vip,Vip_Gpc3,Vip_Gpc3_Slc18a3,Vip,Vip_Gpc3,Vip_Gpc3,unk,unk,unk
20190709_sample_12,12.978196144104,61,Vip Gpc3,1.0,Vip Gpc3 (99.7%),VIP+,1.2020997375328,L5,25,8.61638126194493,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.923076923076923,L2/3,2.47807035116971,Vip Arhgap36 Hmcn1,Vip Arhgap36 Hmcn1 (100.0%),Vip,Vip_Arhgap36,Vip_Arhgap36_Hmcn1,Vip,Vip_Gpc3,Vip_Gpc3,unk,unk,unk
20190709_sample_13,7.23931193351745,61,Vip C1ql1,0.47,"Vip C1ql1 (46.7%), Vip Gpc3 (22.1%), Vip Htr1f (16.9%)",VIP+,1.24404761904761,L5,23,4.777500677872,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.769230769230769,L5,2.67594830606149,Vip Igfbp4 Mab21l1,"Vip Igfbp4 Mab21l1 (37.0%), Vip Arhgap36 Hmcn1 (33.0%), Vip Pygm C1ql1 (23.0%)",Vip,Vip_Igfbp4,Vip_Igfbp4_Mab21l1,Vip,Vip_C1ql1,Vip_C1ql1,unk,unk,unk
20190709_sample_14,6.94493949413299,61,Vip Mybpc1_1,0.67,"Vip Mybpc1_1 (66.7%), Vip Serpinf1_1 (14.4%), Vip Mybpc1_2 (4.9%)",VIP+,1.29259259259259,L5,36,7.72672106563016,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.842105263157894,L5,2.19580518838001,Vip Lmo1 Myl1,"Vip Lmo1 Myl1 (88.0%), Vip Ptprt Pkp2 (8.0%)",Vip,Vip_Lmo1,Vip_Lmo1_Myl1,Vip,Vip_Mybpc1_1,Vip_Mybpc1_1,unk,unk,unk
20190709_sample_2,7.20575079321861,61,Vip Gpc3,0.66,"Vip Gpc3 (66.1%), Vip C1ql1 (16.7%), Vip Chat_1 (6.0%)",VIP+,1.55732484076433,L5,21,4.95416091178384,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.909090909090909,L5,2.92606209076223,Vip Igfbp4 Mab21l1,"Vip Igfbp4 Mab21l1 (58.0%), Vip Arhgap36 Hmcn1 (18.0%), Vip Pygm C1ql1 (17.0%)",Vip,Vip_Igfbp4,Vip_Igfbp4_Mab21l1,Vip,Vip_Gpc3,Vip_Gpc3,unk,unk,unk
20190709_sample_3,3.56082245707511,61,Vip Chat_1,0.98,Vip Chat_1 (98.1%),VIP+,1.54313099041533,L6,27,9.12530138063696,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.733333333333333,L6,2.92079726295635,Vip Ptprt Pkp2,Vip Ptprt Pkp2 (100.0%),Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,Vip,Vip_Chat_1,Vip_Chat_1,unk,unk,unk
20190709_sample_8,2.12463364005088,61,Sncg Col14a1,0.77,"Sncg Col14a1 (76.6%), Vip Sncg (22.4%)",VIP+,1.671875,L5,14,41.9558425362263,Vip-IRES-Cre/wt; Ai9/wt,Sncg,F,0.555555555555555,L6,2.90856599771956,Sncg Vip Itih5,Sncg Vip Itih5 (100.0%),Sncg,Sncg_Vip,Sncg_Vip_Itih5,Sncg,Sncg_Col14a1,Sncg_Col14a1,unk,unk,unk
20190710_sample_10,10.5639602988958,87,Vip Mybpc1_2,1.0,Vip Mybpc1_2 (100.0%),VIP+,1.04624277456647,L2/3,53,16.2282534107615,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.821428571428571,L2/3,1.6209605803388,Vip Crispld2 Kcne4,"Vip Crispld2 Kcne4 (71.0%), Vip Crispld2 Htr2c (29.0%)",Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,Vip,Vip_Mybpc1_2,Vip_Mybpc1_2,unk,unk,unk
20190710_sample_3,15.2611993253231,67,Sst Crhr2_2,0.79,"Sst Crhr2_2 (79.4%), Sst Crhr2_1 (16.4%)",SST+,1.17118997912317,L5,35,11.5177715374979,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.7,L5,2.04871638205787,Sst Esm1,"Sst Esm1 (70.0%), Sst Crh 4930553C11Rik  (26.0%)",Sst,Sst_Esm1,Sst_Esm1,Sst,Sst_Crhr2_2,Sst_Crhr2_2,unk,unk,unk
20190710_sample_4,17.7988968789577,67,Sst Th_3,0.48,"Sst Th_3 (48.0%), Sst Crhr2_2 (31.9%), Sst Myh8_1 (8.0%)",SST+,1.19433198380566,L6,28,15.215305076178,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.866666666666666,L6,2.34087309841615,Sst Nts,Sst Nts (100.0%),Sst,Sst_Nts,Sst_Nts,Sst,Sst_Th_3,Sst_Th_3,unk,unk,unk
20190710_sample_5,21.1432725191116,67,Sst Th_3,0.92,"Sst Th_3 (91.6%), Sst Th_2 (4.9%)",SST+,1.11580882352941,L6,25,10.1908511108428,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.0,L6,1.79559215672606,Sst Nts,Sst Nts (97.0%),Sst,Sst_Nts,Sst_Nts,Sst,Sst_Th_3,Sst_Th_3,unk,unk,unk
20190710_sample_6,14.0984207391738,67,Sst Th_3,0.78,"Sst Th_3 (78.1%), Sst Th_1 (17.4%)",SST+,1.42857142857143,L5,23,12.5248164833208,Sst-IRES-Cre/wt; Ai9/wt,Sst,F,0.642857142857142,L5,2.19941823441425,Sst Nts,"Sst Nts (94.0%), Sst Esm1 (5.0%)",Sst,Sst_Nts,Sst_Nts,Sst,Sst_Th_3,Sst_Th_3,unk,unk,unk
20190710_sample_8,15.5708827078342,87,Vip Mybpc1_3,0.96,Vip Mybpc1_3 (95.7%),VIP+,1.16117216117216,L6,46,6.87819838688704,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.8,L6,1.76141456876112,Vip Lect1 Oxtr,Vip Lect1 Oxtr (100.0%),Vip,Vip_Lect1,Vip_Lect1_Oxtr,Vip,Vip_Mybpc1_3,Vip_Mybpc1_3,unk,unk,unk
20190712_sample_1,6.31481409072876,113,L6b Col6a1,0.95,L6b Col6a1 (95.0%),VIAAT+,1.37629629629629,L6,10,19.8775277907729,Viaat-Cre/wt; Ai9/wt,CT,F,1.0,L6,5.33288599721753,L6b VISp Col8a1 Rprm,"L6b VISp Col8a1 Rprm (68.0%), L6 CT VISp Krt80 Sla (28.0%)",L6b,L6b_VISp,L6b_VISp_Col8a1,L6b,L6b_Col6a1,L6b_Col6a1,unk,unk,unk
20190712_sample_3,16.6260972619056,113,Sst Crhr2_1,0.45,"Sst Crhr2_1 (45.1%), Sst Hpse (30.9%), Sst Myh8_3 (16.6%)",VIAAT+,1.23561643835616,L5,39,16.0154198141353,Viaat-Cre/wt; Ai9/wt,Sst,F,0.772727272727272,L5,1.81223689906928,Sst Hpse Cbln4,"Sst Hpse Cbln4 (36.0%), Sst Crhr2 Efemp1 (34.0%), Sst Tac2 Myh4 (28.0%)",Sst,Sst_Hpse,Sst_Hpse_Cbln4,Sst,Sst_Crhr2_1,Sst_Crhr2_1,unk,unk,unk
20190712_sample_5,7.76365958154201,113,Lamp5 Slc35d3,0.75,"Lamp5 Slc35d3 (74.7%), Lamp5 Pdlim5_2 (24.9%)",VIAAT+,2.03313840155945,L5,41,6.31667294853016,Viaat-Cre/wt; Ai9/wt,Lamp5,F,0.666666666666666,L5,2.76545732553421,Lamp5 Lsp1,Lamp5 Lsp1 (99.0%),Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,Lamp5,Lamp5_Slc35d3,Lamp5_Slc35d3,unk,unk,unk
20190712_sample_6,22.7287840098142,113,Lamp5 Slc35d3,0.63,"Lamp5 Slc35d3 (63.1%), Lamp5 Pdlim5_2 (27.3%), Lamp5 Pdlim5_1 (6.1%)",VIAAT+,1.22773536895674,L6,35,7.30345779819207,Viaat-Cre/wt; Ai9/wt,Lamp5,F,0.777777777777777,L5,3.58501453591091,Lamp5 Lsp1,Lamp5 Lsp1 (100.0%),Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,Lamp5,Lamp5_Slc35d3,Lamp5_Slc35d3,unk,unk,unk
20190712_sample_7,15.7857555896043,113,Lamp5 Slc35d3,0.75,"Lamp5 Slc35d3 (75.1%), Lamp5 Pdlim5_2 (20.6%)",VIAAT+,1.83777777777777,L2/3,32,6.91044943302404,Viaat-Cre/wt; Ai9/wt,Lamp5,F,0.857142857142857,L5,3.24081473874648,Lamp5 Lsp1,Lamp5 Lsp1 (99.0%),Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,Lamp5,Lamp5_Slc35d3,Lamp5_Slc35d3,unk,unk,unk
20190715_sample_1,15.0582455098629,58,Lamp5 Slc35d3,0.88,"Lamp5 Slc35d3 (87.9%), Lamp5 Pdlim5_2 (10.6%)",VIAAT+,1.48925410872313,L2/3,32,6.69237568911447,Viaat-Cre/wt; Ai9/wt,Lamp5,F,0.571428571428571,L2/3,4.10703951654883,Lamp5 Lsp1,Lamp5 Lsp1 (100.0%),Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,Lamp5,Lamp5_Slc35d3,Lamp5_Slc35d3,unk,unk,unk
20190715_sample_10,3.8500465452671,76,Sncg Col14a1,0.68,"Sncg Col14a1 (68.3%), Vip Sncg (16.0%), Vip Serpinf1_2 (8.3%)",VIP+,1.64909638554216,L5,25,12.2211800538022,Vip-IRES-Cre/wt; Ai9/wt,Sncg,F,0.846153846153846,L5,2.69036579305568,Serpinf1 Aqp5 Vip,Serpinf1 Aqp5 Vip (96.0%),Serpinf1,Serpinf1_Aqp5,Serpinf1_Aqp5_Vip,Sncg,Sncg_Col14a1,Sncg_Col14a1,unk,unk,unk
20190715_sample_11,13.056144118309,58,Lamp5 Pdlim5_2,0.72,"Lamp5 Pdlim5_2 (71.9%), Lamp5 Slc35d3 (28.1%)",VIAAT+,1.30886351277868,L2/3,42,7.21882184889192,Viaat-Cre/wt; Ai9/wt,Lamp5,F,1.0,L2/3,3.47866676778777,Lamp5 Lsp1,"Lamp5 Lsp1 (80.0%), Lamp5 Plch2 Dock5 (20.0%)",Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,Lamp5,Lamp5_Pdlim5_2,Lamp5_Pdlim5_2,unk,unk,unk
