Cell ID,AP maximum rate of rise (Upstroke) (mV/ms),Age (postnatal days),Anatomical Structure,Brain hemisphere,Cortical layer,Fluorescent protein positive,Genotype (full),Latency,Sex,T type assignment probability,T type class,T type class assignment probability,T type subclass,T type subclass assignment probability,VISp Viewer MET type,VISp Viewer T type,tau,VISp_T_1,VISp_T_2,VISp_T_3,CTKE_T_1,CTKE_T_2,CTKE_T_3,VISp_MET_1,VISp_MET_2,VISp_MET_3
804957376,253.510412623998,58,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03008,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Prdm8,18.005898168763,Sst,Sst_Rxfp1,Sst_Rxfp1_Prdm8,unk,unk,unk,unk,unk,unk
804963913,164.799462491807,62,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02416,F,0.62,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,26.4916725202133,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
804968066,413.813545532257,58,VISp,right,L2/3,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03514,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-8,Sst Hpse Cbln4,13.5514774214995,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,Sst,Sst_MET,
804974905,371.610861453992,58,VISpl,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.033,M,0.61,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Sema3c,60.7363072869791,Sst,Sst_Hpse,Sst_Hpse_Sema3c,unk,unk,unk,unk,unk,unk
804977021,337.217524591422,62,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0121,F,0.68,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,11.7377512043698,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
804977071,370.640842613494,62,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02118,F,1.0,CGE interneuron,1.0,Vip interneuron,1.0,Vip-MET-2,Vip Ptprt Pkp2,10.2594073502978,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,Vip,Vip_MET,
805406478,301.085836567841,61,VISp,left,L2/3,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00976,F,0.52,CGE interneuron,1.0,Sncg interneuron,0.52,,Serpinf1 Aqp5 Vip,13.2765122757769,Serpinf1,Serpinf1_Aqp5,Serpinf1_Aqp5_Vip,unk,unk,unk,unk,unk,unk
805442497,226.020522077489,61,VISp,left,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03218,F,0.72,CGE interneuron,1.0,Sncg interneuron,1.0,,Sncg Gpr50,24.7668033143165,Sncg,Sncg_Gpr50,Sncg_Gpr50,unk,unk,unk,unk,unk,unk
805486350,269.688312065753,61,VISp,left,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00826,F,0.99,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Tac1 Htr1d,9.16478076844744,Sst,Sst_Tac1,Sst_Tac1_Htr1d,unk,unk,unk,unk,unk,unk
805508553,234.787187224834,61,VISp,left,L4,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01832,F,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,10.103896773844,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
805516815,290.726044282102,61,VISp,right,L6a,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03904,F,0.81,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crhr2 Efemp1,20.8584584420562,Sst,Sst_Crhr2,Sst_Crhr2_Efemp1,unk,unk,unk,unk,unk,unk
805522589,285.854659638455,61,VISp,left,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02158,F,0.89,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,13.7331135421609,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
805548370,410.017282714312,61,VISp,left,L5,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01832,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,9.03740882423145,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
805548626,321.959031731515,61,VISp,left,L6a,positive,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04362,F,0.77,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crhr2 Efemp1,21.0690488442468,Sst,Sst_Crhr2,Sst_Crhr2_Efemp1,unk,unk,unk,unk,unk,unk
805584825,220.189812574005,58,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03524,M,0.9,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-4,Sst Calb2 Pdlim5,41.6202955761154,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,Sst,Sst_MET,
805587743,199.524886883261,62,VISp,left,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02478,F,0.97,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,18.5202615270298,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
805589713,257.737307533308,59,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01476,F,0.93,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Sema3c,20.2647540516136,Sst,Sst_Hpse,Sst_Hpse_Sema3c,unk,unk,unk,unk,unk,unk
805600765,254.700872715115,59,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.07398,F,0.61,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Necab1,21.7625291013877,Sst,Sst_Calb2,Sst_Calb2_Necab1,unk,unk,unk,unk,unk,unk
805603173,192.587507445901,59,VISp,left,L2/3,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0309,F,0.47,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Tac1 Htr1d,16.2751442169268,Sst,Sst_Tac1,Sst_Tac1_Htr1d,unk,unk,unk,unk,unk,unk
805619463,235.524181440469,59,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0275,F,0.4,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Necab1,16.1699415045822,Sst,Sst_Calb2,Sst_Calb2_Necab1,unk,unk,unk,unk,unk,unk
805619519,204.696354051472,59,VISp,left,L4,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.05196,F,0.5,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Tac1 Tacr3,11.6060088107008,Sst,Sst_Tac1,Sst_Tac1_Tacr3,unk,unk,unk,unk,unk,unk
805625255,242.96339628411,59,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01014,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,11.6742069351507,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
805633762,408.882534807853,59,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0305,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,17.989809563626,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
805636186,316.201105527374,59,VISp,left,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.05394,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Prdm8,20.6868472688378,Sst,Sst_Rxfp1,Sst_Rxfp1_Prdm8,unk,unk,unk,unk,unk,unk
805639828,387.954518551142,59,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03658,F,0.72,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crhr2 Efemp1,16.6644744222883,Sst,Sst_Crhr2,Sst_Crhr2_Efemp1,unk,unk,unk,unk,unk,unk
805641992,250.018172287024,59,VISp,left,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04004,F,0.81,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crh 4930553C11Rik,17.625278913765,Sst,Sst_Crh,Sst_Crh_4930553C11Rik,unk,unk,unk,unk,unk,unk
805642715,354.676986114053,59,VISp,right,L4,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01066,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,17.958004419816,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
805644302,289.784190374247,59,VISp,right,L2/3,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04688,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,33.5005664527438,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
805657479,352.036866045032,59,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02832,F,0.67,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crhr2 Efemp1,15.7783930432099,Sst,Sst_Crhr2,Sst_Crhr2_Efemp1,unk,unk,unk,unk,unk,unk
805657520,299.652727347089,52,VISpor,right,L5,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0162,M,0.94,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Fam159b,11.0885460379984,Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,unk,unk,unk,unk,unk,unk
805671482,244.356600389219,52,VISl,left,L5,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0247,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Rspo4 Rxfp1 Chat,11.5285637545946,Vip,Vip_Rspo4,Vip_Rspo4_Rxfp1,unk,unk,unk,unk,unk,unk
805672040,195.87461519103,52,VISp,right,L5,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02628,M,0.73,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Arhgap36 Hmcn1,13.5774790724396,Vip,Vip_Arhgap36,Vip_Arhgap36_Hmcn1,unk,unk,unk,unk,unk,unk
805674211,325.535683608681,52,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0135399999999999,M,0.66,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Fam159b,15.6581656820698,Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,unk,unk,unk,unk,unk,unk
805697399,305.620669305476,52,VISp,left,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01022,M,0.99,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Myl1,15.5676946513653,Vip,Vip_Lmo1,Vip_Lmo1_Myl1,unk,unk,unk,unk,unk,unk
806658494,394.313998276307,61,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0231,F,0.49,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,12.7912216751911,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
806658697,296.865199934766,61,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04444,F,0.58,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Necab1,28.296801375009,Sst,Sst_Calb2,Sst_Calb2_Necab1,unk,unk,unk,unk,unk,unk
806725741,219.354308259399,61,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03104,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Eya1,24.1872409383118,Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,unk,unk,unk,unk,unk,unk
806821103,339.801208431319,55,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02616,M,0.77,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crh 4930553C11Rik,19.5237315943149,Sst,Sst_Crh,Sst_Crh_4930553C11Rik,unk,unk,unk,unk,unk,unk
806821846,318.22280398973,59,VISl,left,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04686,F,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Tpbg,6.58758168693642,Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,unk,unk,unk,unk,unk,unk
806821885,338.649770404763,59,VISp,right,L6a,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02174,F,0.65,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,7.18405004289313,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
806822616,280.92783121935,55,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03516,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,22.7278784279663,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
806827062,189.525555242323,55,VISp,right,L2/3,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00986,M,0.62,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,30.4743619957112,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
806828813,414.184258503092,59,VISl,left,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0098,F,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,7.39903302042008,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
806835868,401.182083712166,59,VISp,left,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0095,F,0.98,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,6.80076144465529,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
806842472,345.675395749107,59,VISp,left,L6a,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00686,F,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,8.97713130081078,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
806844075,109.050763441699,55,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00898,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Gabrg1,15.6239390991577,Pvalb,Pvalb_Gabrg1,Pvalb_Gabrg1,unk,unk,unk,unk,unk,unk
806853844,309.59262036223,55,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04948,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Tac2 Tacstd2,26.918317937386,Sst,Sst_Tac2,Sst_Tac2_Tacstd2,unk,unk,unk,unk,unk,unk
807349990,208.307805575114,55,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03054,F,0.51,CGE interneuron,1.0,Sncg interneuron,0.51,,Sncg Vip Itih5,20.2467599955805,Sncg,Sncg_Vip,Sncg_Vip_Itih5,unk,unk,unk,unk,unk,unk
807396668,251.065211250612,55,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02138,F,0.52,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,17.2915377637037,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
807429099,221.552318291767,55,VISp,left,L5,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02344,F,0.87,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Gpc3 Slc18a3,17.2196740864288,Vip,Vip_Gpc3,Vip_Gpc3_Slc18a3,unk,unk,unk,unk,unk,unk
807527435,352.02709157139,55,VISpor,right,L6a,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0400599999999999,F,0.55,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Gpc3 Slc18a3,10.3419000343033,Vip,Vip_Gpc3,Vip_Gpc3_Slc18a3,unk,unk,unk,unk,unk,unk
807563351,243.606735335822,55,VISpor,right,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03134,F,0.55,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Igfbp4 Mab21l1,9.40632048940516,Vip,Vip_Igfbp4,Vip_Igfbp4_Mab21l1,unk,unk,unk,unk,unk,unk
807627066,337.071280110553,56,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03308,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,35.6758728259663,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
807633551,281.015835481763,56,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02536,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Myh8 Fibin,24.9469583452412,Sst,Sst_Myh8,Sst_Myh8_Fibin,unk,unk,unk,unk,unk,unk
807635236,310.98145935722,56,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03504,M,0.54,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Esm1,26.9144595493961,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,unk,unk,unk
807641749,366.28686987892,56,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01022,M,0.93,MGE interneuron,1.0,Pvalb interneuron,0.93,,Pvalb Th Sst,7.52793581943965,Pvalb,Pvalb_Th,Pvalb_Th_Sst,unk,unk,unk,unk,unk,unk
807663122,361.207526520382,56,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0377399999999999,M,0.36,MGE interneuron,1.0,Sst interneuron,0.98,,Sst Crh 4930553C11Rik,11.7526050724934,Sst,Sst_Crh,Sst_Crh_4930553C11Rik,unk,unk,unk,unk,unk,unk
808237844,326.982785795938,56,VISpm,left,L6a,positive,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.0292,F,0.53,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Tac2 Tacstd2,26.92742142224,Sst,Sst_Tac2,Sst_Tac2_Tacstd2,unk,unk,unk,unk,unk,unk
808279213,216.612989553174,56,VISal,left,L6a,positive,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.02544,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Esm1,19.7808762971897,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,unk,unk,unk
808285808,334.417606570041,56,VISp,right,L6a,positive,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.0467,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-12,Sst Rxfp1 Eya1,23.4998713605426,Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,unk,unk,unk,Sst,Sst_MET,
808293710,241.933255641296,56,VISp,right,L5,positive,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.03372,F,0.99,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Eya1,27.566355599954,Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,unk,unk,unk,unk,unk,unk
808336603,349.449576894158,56,VISp,right,L6a,positive,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.06154,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Eya1,25.8003661337853,Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,unk,unk,unk,unk,unk,unk
808402099,350.712399260979,55,VISp,right,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0058,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,12.2886463510856,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
808416685,350.99032596244,56,VISp,right,L5,positive,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.05556,F,0.89,MGE interneuron,0.91,Sst interneuron,0.91,,Sst Rxfp1 Prdm8,21.5682856403735,Sst,Sst_Rxfp1,Sst_Rxfp1_Prdm8,unk,unk,unk,unk,unk,unk
808418178,327.955542574216,55,VISp,right,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.00804,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,13.9130566574027,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
808445433,359.049000376318,55,VISp,right,L4,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0234,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,9.96042509494004,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
808475329,446.506909502695,55,VISp,right,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0081,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,Pvalb-MET-4,Pvalb Reln Itm2a,6.16572881653549,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,Pvalb,Pvalb_MET,
808479620,228.17944617173,55,VISp,left,L5,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0103,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,5.75311603377809,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
808486121,154.29329577402,56,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03318,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Esm1,21.6786739717177,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,unk,unk,unk
808529175,372.534524112726,56,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03676,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,37.7020143445966,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
808535692,208.081338902882,56,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02052,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Esm1,21.0163439765837,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,unk,unk,unk
808537562,251.555856179953,56,VISl,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02716,M,0.53,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-4,Sst Calb2 Pdlim5,33.4051264153424,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,Sst,Sst_MET,
808547003,431.228494431566,56,VISp,left,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03892,M,0.99,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Eya1,14.6975762958305,Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,unk,unk,unk,unk,unk,unk
808547132,430.359796639246,56,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.07982,M,0.86,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crhr2 Efemp1,19.3242035222187,Sst,Sst_Crhr2,Sst_Crhr2_Efemp1,unk,unk,unk,unk,unk,unk
808824183,372.860517636923,54,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03868,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-9,Sst Tac2 Tacstd2,23.7800511456755,Sst,Sst_Tac2,Sst_Tac2_Tacstd2,unk,unk,unk,Sst,Sst_MET,
808846919,264.359944336294,54,VISp,left,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04138,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Esm1,29.829023593779,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,unk,unk,unk
808859562,277.07833838827,54,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.05322,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,36.8571714174608,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
808867430,377.837676014678,54,VISp,left,L2/3,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.05416,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Tpbg,5.05600366660375,Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,unk,unk,unk,unk,unk,unk
808875776,370.990899343002,54,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0731,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-7,Sst Hpse Sema3c,21.0963340478627,Sst,Sst_Hpse,Sst_Hpse_Sema3c,unk,unk,unk,Sst,Sst_MET,
808882292,320.029168984662,54,VISp,left,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03782,M,0.93,MGE interneuron,1.0,Sst interneuron,1.0,Sst-MET-13,Sst Esm1,17.3296139146181,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,Sst,Sst_MET,
808891451,280.609869444608,54,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0239,M,0.47,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,12.4136830527955,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
808916170,276.297514417687,54,VISl,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04216,M,0.87,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Esm1,35.4327648689325,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,unk,unk,unk
